"","India","Brazil","US","Russia","Argentina","Colombia","Italy","Germany","Peru","Mexico","Poland","Iran","South Africa","Chile","Iraq","Czechia","Indonesia","Ukraine","Turkey","Romania","Bangladesh","Philippines","Pakistan","Canada","Saudi Arabia","Morocco","Israel","Switzerland","Austria","Portugal","Nepal","Jordan","France","Ecuador","United Arab Emirates","Panama","Kazakhstan","Spain","Georgia","Japan","Kuwait","Qatar","Croatia","Belarus","Bolivia","Armenia","Dominican Republic","Oman","Guatemala","Costa Rica","Moldova","Egypt","Venezuela","Azerbaijan","Lebanon","Slovakia","Ethiopia","China","Bahrain","Burma","Tunisia","West Bank and Gaza","Hungary","Denmark","Bulgaria","Uzbekistan","Kenya","Slovenia","Kyrgyzstan","Malaysia","Nigeria","Paraguay","Bosnia and Herzegovina","Libya","Algeria","Singapore","Ghana","Honduras","North Macedonia","Afghanistan","El Salvador","Lithuania","Kosovo","Korea, South","Luxembourg","Montenegro","Australia","Albania","Ireland","Cameroon","Greece","Sri Lanka","Cote d'Ivoire","Finland","Norway","Zambia","Madagascar","Senegal","Mozambique","Namibia","Maldives","Guinea","Congo (Kinshasa)","Tajikistan","Sudan","Cabo Verde","Estonia","Botswana","Uganda","Zimbabwe","Gabon","Malta","Angola","Cuba","Haiti","Mauritania","Netherlands","Jamaica","Andorra","Eswatini","Trinidad and Tobago","Bahamas","Rwanda","Uruguay","Djibouti","Malawi","Iceland","Suriname","Equatorial Guinea","Congo (Brazzaville)","Guyana","Nicaragua","Syria","Belize","Thailand","United Kingdom","Gambia","Somalia","Mali","South Sudan","Benin","Burkina Faso","Togo","Guinea-Bissau","Cyprus","New Zealand","Central African Republic","Latvia","Sierra Leone","Chad","San Marino","Yemen","Liberia","Lesotho","Liechtenstein","Niger","Vietnam","Sao Tome and Principe","Diamond Princess","Burundi","Comoros","Papua New Guinea","Monaco","Taiwan*","Eritrea","Mauritius","Bhutan","Mongolia","Cambodia","Barbados","Tanzania","Saint Lucia","Seychelles","Brunei","Antigua and Barbuda","Saint Vincent and the Grenadines","Dominica","Grenada","Fiji","Laos","Timor-Leste","Saint Kitts and Nevis","Holy See","MS Zaandam","Solomon Islands","Marshall Islands","Samoa","Vanuatu","Belgium","Serbia","Sweden"
"11/7/20","7868968","5138641","3851465","1304607","1053313","1029082","328891","413484","838783","816659","200510","515153","678738","495852","425926","237757","364417","212549","336221","201114","336568","350216","318417","216338","336966","205556","306180","87300","88273","97747","155114","8629","133419","149048","137608","116823","136747","150376","39773","95703","121889","131075","48410","90058","114225","63258","107580","107368","100808","71119","61314","100239","89502","48049","46602","18354","58948","86344","80763","44666","47416","49975","24847","40000","23805","65550","41019","20767","53406","27409","59884","47154","30654","39243","41783","57968","47611","42815","23011","34446","31172","5615","15981","24968","12094","15544","25451","12002","23364","21151","23074","7723","20489","12700","11863","15873","16409","15317","11581","11602","11066","10780","10838","10594","6764","8431","4184","5534","7753","7995","8878","5000","5647","6582","7618","7473","6123","4878","4043","5719","5127","4942","4953","2903","5485","5346","4335","5105","4968","3887","3511","4225","2302","2353","3654","2965","3527","3247","2822","1290","2466","2370","1727","1862","1882","1909","1924","1444","1812","1365","754","1375","1310","1024","481","1143","1070","910","659","511","532","580","331","523","438","416","338","314","288","228","183","32","155","144","122","72","35","27","31","23","29","19","15","0","4","0","0","0","29357","0","0"
"11/8/20","7917373","5147172","3881491","1315928","1062911","1038082","335074","421151","846215","824355","209363","520329","679688","497411","428928","243129","368298","215357","338239","204679","338145","361638","318881","218279","337386","209801","306868","87300","91719","99781","157926","8808","134095","154956","138291","117770","136981","150376","42572","96430","122576","131276","50775","90998","114466","64179","108021","108681","101135","71119","62508","100342","89755","48908","46602","19481","59766","86369","81000","45756","48103","50407","25070","40815","24408","65971","41931","22443","53952","28234","59910","47822","30939","40119","42037","57975","47726","42815","23035","34458","31172","5700","15981","25029","12094","15893","25451","12092","23364","21510","23074","8285","20508","12700","11863","15950","16516","15336","11605","11605","11092","10817","10838","10653","9484","8465","4193","5534","7771","8005","8878","5103","5899","6680","7618","7479","6137","4934","4248","5724","5132","4942","4960","2943","5486","5348","4423","5107","4968","3887","3526","4225","2357","2364","3661","2983","3533","3247","2828","1290","2466","2381","1732","1862","1882","1910","1924","1466","1812","1382","754","1375","1310","1024","481","1144","1070","912","659","549","532","585","345","524","438","416","338","317","288","228","183","32","155","144","122","72","35","27","31","23","29","19","15","0","4","0","0","0","29651","0","0"
"11/9/20","7959406","5163226","3928845","1326568","1073577","1047017","345289","443621","846215","824355","219371","525641","680726","498904","432233","244005","372266","217716","340286","206793","339768","361784","319431","221758","337788","212905","307807","87300","94627","102083","159724","9033","135216","154956","138959","118711","137307","150376","45042","96684","123314","131490","53002","91353","114881","64910","108383","108968","101478","72249","63646","100439","90054","49411","51728","19757","60710","86393","81225","46661","48103","50877","26161","41742","25283","66194","42659","23533","54358","29579","60069","48437","31222","40780","42325","57981","47726","43177","24229","34721","31172","5813","16226","25160","13913","16089","25454","12203","23364","21510","23074","8880","20516","12700","11863","16011","16516","15349","11659","11620","11132","10847","10893","10711","9492","8717","4205","5534","7771","8023","8899","5185","5927","6721","7618","7485","6157","4952","4332","5732","5203","4943","4967","2993","5492","5359","4456","5110","4968","3887","3549","4225","2405","2386","3670","2998","3543","3247","2832","1290","2515","2382","1736","2255","1882","1910","1924","1466","1813","1394","789","1394","1310","1024","565","1144","1087","912","659","549","532","585","369","526","438","416","342","317","288","231","183","32","155","144","122","72","35","27","31","23","29","19","15","0","5","0","0","0","29796","0","0"
"11/10/20","8013783","5183970","3961873","1341868","1081897","980866","363023","446402","850670","824355","230661","530694","683194","500142","434665","277473","375741","223530","342501","211408","341416","361919","320065","224912","338281","216851","308145","122600","98663","106878","160577","9249","137401","154956","139701","119707","137590","150376","47390","98487","124156","131733","54854","91646","115199","66835","108765","109330","102140","72941","64826","100540","90359","50009","53360","21718","61516","86421","81415","47411","48103","51425","27585","42759","25799","66194","43095","25007","55306","30304","60333","49039","32261","41512","42626","57985","47843","43507","24920","34954","31172","5962","16362","25266","14094","16378","25454","12353","23364","21510","23074","9537","20546","12700","11863","16019","16516","15366","11748","11701","11182","10857","10928","10763","9492","8738","4219","5534","7836","8040","8899","5274","6036","6749","7683","7498","6185","4987","4405","5737","5238","5035","4967","3034","5497","5361","4521","5115","4971","3887","3575","4225","2454","2440","3685","3008","3543","3247","2905","1290","2515","2410","1763","2255","1882","1911","1924","1471","1813","1413","789","1394","1310","1029","590","1144","1087","914","659","549","541","586","378","528","438","416","343","317","288","231","183","32","155","145","122","72","35","27","31","23","29","19","15","0","5","0","0","0","30504","0","0"
"11/11/20","8066501","5222937","3997175","1360049","1081897","1070423","372113","460504","850670","824355","242875","536105","686458","501426","436657","285241","378982","230767","344613","218086","343131","362217","320849","226826","338702","221743","309259","130000","103759","110353","162243","9416","139177","154956","140442","120823","137918","150376","49811","98305","124905","131926","56434","92266","115718","68336","109057","109633","102643","73509","66115","100662","90743","51007","54869","23247","62497","86451","81658","48532","51750","52226","28808","43994","26714","66672","43626","27577","55306","31073","60737","49545","32769","42098","42980","57990","47843","43857","25353","34967","31172","6608","16499","25404","14094","16542","25455","12493","23364","21510","23074","10183","20572","14000","11863","16070","16516","15386","11959","11739","11199","10879","10963","10811","9525","8829","4378","5534","7939","8046","8922","5371","6125","6831","7683","7499","6246","4995","4488","5744","5284","5099","4974","3078","5501","5366","4576","5118","4971","3887","3611","4225","2504","2485","3693","3018","3549","3330","2909","1290","2515","2411","1792","2255","1882","1913","1924","1471","1813","1420","857","1394","1311","1029","616","1144","1087","914","659","549","541","586","390","528","438","416","345","317","288","233","183","32","155","145","124","74","41","27","32","23","29","19","15","0","5","0","0","0","31130","0","0"
"11/12/20","8115580","5254457","4051256","1378463","1100180","1081691","387758","474208","853208","736197","254349","541566","690903","502475","439228","300719","382084","237399","346794","224916","344868","362417","321563","230429","339114","226040","310494","141000","107875","113689","164592","9564","140470","154956","141215","122070","138309","150376","52169","99282","125593","132153","58649","92843","116137","70130","109135","110050","103174","74255","67270","100760","91141","51986","55706","24314","63268","86488","81846","49563","51807","52861","29302","45204","27587","66814","44040","30027","55824","32069","60790","50045","33690","42703","42980","58002","48096","44068","25782","35024","32246","7096","16685","25537","14798","16788","25459","12574","23364","21510","23074","10653","20584","14000","11863","16102","16516","15386","12134","12188","11225","10899","10983","10853","9535","9004","4453","5559","7985","8060","8922","5479","6250","6924","7701","7500","6372","5043","4585","5746","5317","5192","4974","3103","5509","5369","4663","5126","4973","3887","3616","4225","2558","2513","3697","3031","3556","3330","2923","1290","2515","2411","1815","2255","1882","1917","1924","1515","1816","1428","857","1394","1312","1029","656","1144","1093","914","659","549","542","586","408","532","444","427","345","317","288","233","183","46","157","145","124","74","41","27","32","23","29","19","15","0","5","0","0","0","0","0","0"
"11/13/20","8163572","5274812","4095146","1396851","1110477","1089340","399238","487913","856023","741340","267580","546642","692177","503540","441856","316352","385094","243901","348804","231808","346387","362903","322414","234404","339568","229160","311238","141000","112728","117382","168129","9729","142671","154956","141883","123229","138691","150376","55511","100197","126344","132356","61264","93570","116505","72116","109268","110050","103685","74868","68392","100847","91452","53001","57693","26439","63571","86518","82038","50336","52912","53367","29802","46216","28269","66886","44872","31792","56307","32969","60936","50514","34491","43259","43779","58008","48179","44236","26289","35036","32487","7247","16862","25636","15428","16904","25463","12667","23364","21510","23074","11031","20599","14000","11863","16134","16516","15400","12238","12243","11244","10899","10983","10894","9535","9076","4551","5559","8038","8090","8939","5580","6326","6965","7701","7513","6410","5168","4675","5756","5343","5282","4993","3135","5509","5372","4698","5131","4973","3887","3688","4225","2609","2539","3707","3089","3557","3330","2926","1290","2515","2413","1856","2255","2021","1918","1924","1515","1816","1435","888","1394","1314","1056","682","1145","1101","916","659","549","542","586","426","533","444","428","348","328","289","234","183","46","157","145","124","76","41","27","32","23","29","19","15","0","5","1","0","0","0","0","0"
"11/14/20","8205728","5279452","4148444","1415213","1119366","1097576","411434","498996","858388","745361","282215","552747","693261","505243","444226","322383","388094","249127","351102","239051","347849","363068","323225","236870","339947","234904","311666","141000","119415","122517","170632","9879","144656","154956","142561","124271","139128","150376","58674","101162","126902","132577","63748","94337","116828","74105","109590","110050","104134","75341","69526","100946","91948","54049","58538","29024","63675","86543","82300","51362","53758","53791","31126","47285","28805","67241","44872","33548","56847","33772","61029","50965","35361","43259","44199","58019","48179","44551","26981","35067","32721","7697","16862","25691","15428","17151","25467","12767","23364","21510","23074","11324","20630","14000","11863","16137","16516","15407","12505","12467","11262","11041","11086","10934","9535","9148","4708","5559","8038","8096","8939","5702","6345","7015","7701","7516","6430","5228","4675","5771","5373","5282","4994","3175","5519","5399","4767","5143","4973","3887","3725","4225","2665","2564","3715","3108","3567","3330","2937","1290","2515","2426","1885","2255","2021","1918","1924","1515","1816","1439","888","1394","1314","1056","682","1147","1103","917","659","549","549","586","446","535","444","428","353","328","289","234","183","46","157","145","127","77","41","27","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/15/20","8249579","5279452","4174884","1429565","1129102","1104956","420810","505714","858388","750190","294783","558818","693467","506700","447039","327306","391991","251864","353663","243832","349542","374329","323824","240434","340304","238598","312647","141000","125674","125066","173430","10067","145326","160639","143252","125370","139500","150376","62061","91954","127585","132784","66231","95843","117137","74984","109981","111096","104438","75341","70812","101046","92373","55150","60416","30519","63866","86572","82469","52351","54362","54346","31599","48259","29375","67526","45766","34864","57760","34785","61073","51375","35606","44133","44633","58029","48328","44778","27364","35092","32721","7753","17305","25759","15428","17387","25468","12889","23364","21510","23074","11495","20647","14000","11863","16137","16592","15416","12505","12680","11289","11151","11086","10973","9571","9220","4741","5559","8038","8096","8939","5765","6444","7060","7701","7524","6448","5248","4747","5779","5402","5323","4995","3233","5525","5399","4813","5148","4973","3887","3777","4225","2714","2598","3721","3121","3571","3330","2949","1290","2515","2445","1920","2255","2021","1918","1924","1515","1820","1443","888","1394","1314","1056","682","1148","1103","917","659","549","549","586","450","536","444","431","355","328","289","238","183","46","157","145","127","77","41","27","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/16/20","8290370","5335498","4244811","1443393","1140196","1111867","442364","522313","865348","754200","306022","564699","695496","508067","449565","341249","395443","254653","356375","246633","351146","374366","324834","244699","340668","243359","313317","141000","129671","142155","176364","10311","146396","160639","143932","126746","139962","150376","65291","102810","128414","133010","68738","96462","117454","75865","110381","111446","104786","77164","71874","101179","92767","55755","61263","31053","64130","86616","82680","53299","55551","54953","34010","49208","30317","67655","46244","35387","57760","35606","61162","51776","36473","44733","45148","58033","48626","44915","27803","35137","33064","7882","17541","25860","17734","17862","25499","13453","23364","21510","23074","11806","20663","14000","17998","16400","16592","15421","12599","12843","11316","11270","11124","11019","9581","9386","4749","6801","8170","8116","8957","5888","6523","7078","7801","7536","6488","5330","4830","5790","5440","5341","5004","3284","5542","5402","4840","5148","4973","3887","3791","4225","2759","2608","3724","3135","3573","3330","2965","1290","2579","2454","1952","2255","2021","1919","1924","1515","1822","1448","920","1406","1318","1056","763","1150","1124","917","659","549","549","586","462","536","451","431","355","328","291","238","183","59","157","145","127","77","41","29","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/17/20","8335109","5358299","4293640","1465051","1148833","1118902","457798","537347","867306","757951","324282","570774","696820","509401","453025","353794","398636","261836","359063","253244","352895","374543","325788","248859","341104","247594","313901","169100","136487","149445","179242","90267","148669","160639","144647","128242","140469","150376","68929","103778","129041","133217","70980","97318","117789","78343","110761","111446","105355","77558","73059","101288","93084","56894","62395","33906","64293","86667","82900","54274","56748","55684","34185","50473","31536","67927","47262","36519","58315","36624","61337","52182","38660","45371","45148","58039","48626","45082","28646","35160","33064","8566","17541","25973","18024","18121","25505","13804","23364","21510","23074","12210","20675","14000","17998","16473","16592","15425","12646","13140","11388","11386","11180","11061","9609","9438","4977","6801","8277","8164","8957","6049","6582","7113","7820","7550","6511","5338","4965","5812","5460","5424","5008","3348","5548","5402","4888","5157","4975","3887","3930","4225","2817","2660","3729","3148","3576","3384","2972","1290","2579","2454","2006","2255","2021","1919","1924","1557","1823","1450","920","1410","1318","1223","796","1150","1124","917","659","549","558","586","467","539","451","431","356","329","291","238","183","60","157","145","127","77","41","29","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/18/20","8383602","5383385","4350789","1489893","1156474","1125184","481967","554272","867306","762025","342883","576983","701534","510766","455176","367574","402347","270269","361655","261387","354788","374666","326674","253089","341515","253351","314709","169100","142738","153702","182780","94896","150966","160639","145537","129755","140891","150376","71468","104837","129839","133473","72673","98318","118333","80069","110871","112014","105708","78238","74229","101421","93390","58111","62528","35924","64593","86700","83087","54764","58229","56843","34846","51729","32480","68123","49878","38507","58846","37254","61457","52608","39886","46127","46326","58046","48710","45082","29583","35295","33517","9362","18347","26098","18504","18410","25507","14216","23364","21510","23074","12587","20712","15300","17998","16495","16592","15433","12754","13152","11406","11689","11190","11105","9609","9484","5120","6801","8394","8184","8957","6184","6623","7172","7820","7553","6536","5369","5055","5826","5505","5483","5087","3404","5549","5434","4934","5158","4975","3887","3962","4225","2868","2680","3742","3206","3578","3384","2983","1290","2579","2472","2058","2286","2021","1948","1924","1557","1823","1457","1019","1417","1328","1273","841","1151","1124","920","659","575","558","586","487","541","451","433","357","329","291","239","183","60","157","145","127","78","41","30","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/19/20","8428409","5406066","4410709","1514945","1167514","1132393","498987","570961","871534","766361","361886","583704","702544","511874","457490","379380","406612","278190","364573","269590","356722","374939","327542","257310","341956","257992","315469","180700","149541","157924","185638","100280","153145","160639","146469","131315","141297","150376","73877","106074","130426","133691","74865","99584","118691","88388","111527","112406","106305","78851","75530","101564","93691","59465","63404","38695","64983","86727","83244","55633","58229","57469","36345","52958","33327","68123","50658","40153","59362","38132","61573","53060","41031","46793","46962","58052","49103","45082","30204","35350","33757","10008","19024","26263","19231","18744","25511","14565","23364","22177","23074","12903","20729","15300","17998","16591","16592","15440","12849","13182","11475","11689","11215","11148","9670","9557","5264","7296","8426","8195","8965","6301","7062","7201","7820","7554","6566","5407","5127","5831","5531","5516","5137","3479","5550","5435","4973","5161","4975","3887","3965","4225","2924","2743","3745","3242","3578","3384","2997","1290","2579","2476","2101","2286","2021","1948","1924","1557","1823","1463","1019","1428","1331","1273","865","1153","1142","920","659","575","563","586","497","545","456","433","357","335","291","241","183","60","159","145","127","78","41","30","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/20/20","8478124","5430896","4457930","1539352","1177819","1138581","520022","587780","871534","770728","381800","589025","707040","512927","460394","389873","410552","286386","367592","278676","358431","375237","328931","261754","342404","262212","316149","180700","156483","163000","191002","103834","155829","160639","147309","132748","141764","150376","77932","107521","131049","133914","77387","100749","119029","90754","111681","112406","106725","79372","76880","101685","94046","60869","64685","40816","65325","86751","83416","56601","60486","57879","38074","53983","34388","68451","50984","41691","59789","39088","61782","53502","42916","47587","47581","58058","49103","45825","30952","35370","33984","10498","19772","26365","20014","18907","25521","15055","23364","22177","23074","13271","20748","15300","17998","16606","16592","15452","13053","13191","11497","11789","11242","11188","9682","9626","5296","7296","8547","8229","8976","6406","7117","7267","7854","7560","6592","5432","5239","5839","5559","5516","5159","3547","5551","5439","4993","5164","4975","3887","3984","4225","2986","2760","3756","3260","3578","3384","3003","1290","2579","2476","2148","2286","2055","1952","1924","1557","1827","1465","1082","1434","1331","1276","883","1156","1142","920","659","575","563","586","504","546","456","433","358","337","295","241","183","60","159","145","127","78","41","30","32","23","30","19","15","0","5","1","0","0","0","0","0"
"11/21/20","8521617","5437189","4529700","1564897","1187053","1144923","539524","600991","873970","770728","407075","596136","707784","514584","463040","394830","413955","294851","370825","287310","360352","375548","329828","265568","342882","266711","316603","180700","162751","169379","193325","108353","156755","160639","148080","134360","142252","150376","81783","108981","131560","134100","80027","102113","119180","92829","112090","112406","107241","79372","78112","101783","94355","62243","66135","43188","65534","86769","83617","57679","61402","58383","40820","54949","35752","68659","51352","43272","60294","40493","61884","53988","43793","47587","48183","58064","49281","46208","31659","35422","33984","10869","20493","26466","20014","19129","25522","15469","23364","22177","23074","13590","20777","15300","17998","16659","16592","15465","13151","13209","11559","11821","11300","11229","9727","9649","5661","7296","8611","8235","8976","6565","7273","7307","7854","7573","6618","5481","5290","5850","5559","5628","5163","3621","5552","5441","5019","5166","4975","3887","4018","4225","3043","2800","3761","3310","3582","3384","3012","1290","2579","2521","2209","2286","2055","1953","1924","1557","1827","1469","1082","1441","1331","1276","883","1158","1142","920","659","575","572","586","507","546","473","433","360","337","295","241","183","60","159","145","128","78","55","30","33","23","30","19","15","0","5","1","0","0","0","0","0"
"11/22/20","8562641","5457973","4526513","1582768","1195492","1150932","553098","611627","879439","779104","423971","603445","710099","516121","465452","398101","418188","299592","374637","295148","362428","386486","330885","269137","343371","270457","317631","180700","169260","172919","199024","114018","157259","164009","148871","135962","142865","150376","85639","110273","132178","134282","82380","103848","119338","94090","112552","113269","107413","79372","79556","101881","94355","63841","67667","45883","65691","86792","83829","58758","62249","59021","42915","55789","36524","68827","51507","44137","60811","41597","62076","54491","44416","48914","48794","58067","49405","46208","32366","35934","34297","10945","21043","26539","20014","19491","25527","15842","23364","22177","23074","14069","20798","15300","17998","16701","16657","15488","13151","13225","11599","11838","11300","11271","9737","9730","5699","7296","8611","8250","8976","6654","7346","7334","7854","7591","6642","5505","5358","5858","5610","5652","5164","3679","5555","5441","5046","5168","4975","3887","4019","4225","3097","2842","3766","3322","3582","3412","3024","1290","2579","2532","2248","2286","2055","1953","1924","1635","1828","1469","1082","1448","1331","1276","883","1166","1142","923","659","575","572","586","512","548","473","433","360","340","295","241","183","60","159","145","128","78","55","30","33","23","30","19","15","0","5","1","0","0","0","0","0"
"11/23/20","8604955","5481184","4633600","1598723","1203800","1158897","584493","630375","879439","784693","438868","610406","711195","517524","467654","405982","422386","303782","377891","296844","364611","386604","331760","274315","343816","275158","318292","206700","175527","176827","202067","120014","158170","164009","149578","137004","142892","150376","89170","111343","132848","134486","85018","104698","119548","95099","112882","113577","107819","81336","80882","101981","94985","64475","69079","47933","65839","86816","84017","59888","63846","59538","43339","56547","38226","69054","51903","44558","61160","42480","62241","55046","45760","49592","49421","58071","49599","46616","32894","35976","34297","11032","21396","26722","22004","20031","25533","16230","23364","22177","23074","14497","20819","15300","17998","16701","16657","15516","13229","13234","11615","11853","11386","11312","9737","9791","5720","7692","8675","8288","8999","6831","7351","7356","7886","7609","6693","5518","5405","5869","5622","5652","5197","3764","5555","5443","5065","5173","5005","4988","4034","4225","3155","2877","3772","3333","3582","3412","3044","1290","2579","2552","2274","2309","2055","1953","1924","1635","1828","1476","1149","1459","1331","1276","952","1166","1151","926","659","575","572","588","518","549","473","433","363","342","296","241","183","106","159","145","128","78","63","30","33","23","30","19","15","0","5","1","0","0","0","0","0"
"11/24/20","8642771","5509645","4696664","1621465","1210634","1167857","605330","649070","882600","791516","454717","617715","716444","518834","469784","416832","425313","312564","381569","304188","366877","386792","332974","278191","344311","279276","318853","211500","182620","184233","204858","125433","160257","164009","150261","138007","144463","150376","92215","112385","133407","134698","87408","105835","119835","98944","113134","113856","108338","81973","82335","102103","95344","65734","70555","50738","66018","86847","84166","60965","65303","60009","44020","57591","40102","69240","52709","45587","61593","44153","62311","55531","47525","50304","50070","58079","50029","46616","33892","36122","34595","11595","21746","26825","22189","20627","25539","16666","23364","22177","23074","14962","20833","15300","17998","16707","16657","15527","13408","13272","11660","11877","11433","11355","9854","9833","6014","7692","8764","8297","8999","6938","7444","7428","7886","7636","6722","5572","5503","5878","5639","5708","5241","3827","5569","5445","5086","5177","5005","4988","4204","4225","3213","2899","3780","3405","3585","3412","3054","1290","2579","2557","2295","2309","2055","1955","1924","1651","1829","1493","1149","1467","1331","1277","952","1169","1153","926","659","575","579","588","523","549","473","433","363","342","298","242","183","109","159","145","128","78","63","30","33","23","30","19","15","0","5","1","0","0","0","0","0"
"11/25/20","8679138","5534010","4835956","1646737","1217284","1174959","637149","666373","884747","798037","469527","625606","716444","520180","472054","417657","429807","321460","385480","313885","369179","386955","334392","281883","344787","284496","319718","211500","189059","189356","207998","131181","162130","164009","151044","139356","145028","150376","95581","114569","134033","134950","89425","107452","120209","100913","113263","113856","108854","82611","83789","102201","95669","66963","71236","53547","66574","86888","84335","63366","66459","60499","44020","58664","42620","69477","52974","47770","62544","46501","62493","56025","48210","50914","50712","58091","50127","47006","34970","36145","34595","12282","22137","26950","22630","21229","25547","17031","23364","22177","23074","15447","20843","16800","17998","16755","16657","15540","13459","13339","11681","11902","11433","11395","9908","9900","6052","7692","8832","8336","9016","7062","7517","7470","7916","7646","6763","5623","5542","5901","5655","5733","5317","3923","5575","5450","5110","5184","5005","4988","4242","4225","3271","2986","3788","3445","3587","3412","3060","2938","2579","2567","2320","2309","2055","1955","1924","1686","1829","1494","1221","1474","1340","1277","985","1170","1153","926","659","575","579","588","530","553","473","440","367","345","298","243","183","109","159","145","129","78","63","30","33","23","30","19","15","0","5","1","0","0","0","0","0"
"11/26/20","8718517","5556887","4871203","1671349","1226662","1181753","661180","685537","887019","803581","494869","633275","716444","521247","474376","431874","433649","331538","388771","323514","371453","387266","335881","285672","345215","289808","320663","218900","196342","193944","209435","135650","163814","164009","151870","140976","145673","150376","98781","116222","134750","135198","92349","108769","120720","103055","113687","113856","109306","83273","90485","102268","96072","68572","72152","56378","67001","86900","84510","64645","67453","61241","49616","59766","44875","69670","53526","49654","62946","49056","62585","56510","48780","51585","51334","58104","50127","47354","36064","36232","34595","12655","22690","27103","23404","21721","25570","17352","23364","22177","23074","15816","20852","16800","17998","16779","16657","15558","13520","13355","11717","11922","11495","11437","9964","9956","6497","7717","8840","8397","9016","7165","7617","7497","7925","7652","6801","5721","5649","5929","5680","5789","5345","4021","5576","5450","5131","5185","5005","4988","4252","4225","3330","3021","3790","3454","3588","3417","3076","2949","2579","2567","2345","2309","2055","1956","1924","1719","1831","1496","1231","1484","1340","1278","1010","1182","1166","928","659","575","585","588","530","555","477","440","368","347","298","246","183","109","159","145","130","78","63","30","33","23","30","19","15","0","5","1","0","0","0","0","0"
"11/27/20","8759969","5581436","4947446","1697618","1235257","1189499","696647","705213","887019","803581","516636","640065","722876","522259","476297","425026","437456","340794","392616","326657","373676","387616","337553","291221","345622","294036","321373","222100","203251","199446","209435","140400","165493","164009","152708","142046","146406","150376","102270","117709","135303","135370","95698","110152","121050","105149","113817","113856","109619","84991","91797","102390","96402","69931","74008","59285","67506","86937","84653","65972","68464","61960","52126","60828","46740","69780","54125","51121","62946","50204","62686","56991","50001","52299","51946","58111","50127","47576","36825","36295","35078","13514","23274","27349","24073","22366","25585","17755","23364","22177","23074","16226","20873","16800","17998","16845","16657","15569","13631","13388","11749","11982","11495","11478","9964","10088","6710","7717","8840","8470","9037","7297","7697","7525","7951","7665","6853","5829","5710","5959","5710","5830","5397","4107","5576","5453","5144","5187","5005","4988","4272","4225","3389","3056","3798","3462","3590","3417","3091","2954","2579","2579","2401","2309","2057","1956","1924","1719","1833","1499","1252","1491","1343","1278","1024","1192","1170","928","659","575","585","588","532","555","477","443","372","347","299","249","183","109","162","145","130","79","63","30","33","24","30","19","15","0","5","1","0","0","0","0","0"
"11/28/20","8802267","5581436","5023063","1724416","1242877","1197204","720861","718604","888815","803581","538273","648831","723347","523692","478537","442327","441983","350189","396227","335764","375885","388062","339810","295475","346023","298574","321801","222100","210697","206275","211186","142710","166715","164009","153449","142872","146549","150376","106328","120103","135889","135651","98465","111455","121280","106479","114317","113856","110209","84991","93028","102490","96652","71691","74950","62094","68250","86968","84785","67588","69226","62944","54021","61977","47779","69980","54399","52814","63407","51314","62819","57496","51068","52299","52568","58119","50298","47638","37505","36709","35078","14056","23754","27542","24073","22796","25588","18152","23364","22177","23074","16656","20912","16800","17998","16925","16657","15582","13677","13412","11781","11982","11495","11518","10175","10161","6974","7717","8944","8472","9037","7418","7763","7554","7951","7665","6889","5953","5710","5987","5732","5830","5480","4185","5577","5453","5152","5192","5009","4988","4317","4225","3444","3072","3800","3500","3590","3417","3138","2954","2819","2579","2435","2309","2057","1956","1924","1719","1834","1504","1285","1498","1343","1278","1024","1205","1179","930","659","575","586","588","537","556","498","443","373","354","301","249","183","109","162","145","130","79","63","30","33","24","30","19","15","0","5","1","0","0","0","0","0"
"11/29/20","8847600","5581436","5065030","1746279","1249843","1204452","734503","730797","893061","818397","559429","658292","730633","525213","480903","444406","445793","354556","400242","348852","378172","398624","341423","299095","346409","302314","322929","222100","216998","209534","212590","148572","167005","169804","154185","143616","146955","150376","110049","121735","136413","135862","101838","113375","121472","107364","114818","114963","110588","84991","94586","102596","96652","73676","76774","64197","69315","86998","84977","68910","69624","63834","55637","63030","48594","70151","54975","53687","64149","52647","63055","57947","51479","53266","53204","58124","50450","47680","38400","36716","35078","14120","24427","27653","24073","23484","25592","18481","23364","22177","23074","17002","20947","16800","17998","16983","16657","15597","13677","13439","11902","11982","11585","11559","10175","10229","7010","7717","8989","8472","9037","7557","7763","7586","7951","7717","6921","6066","5794","5996","5745","5867","5480","4267","5577","5453","5168","5192","5009","4988","4346","4225","3500","3131","3803","3514","3591","3417","3178","2954","2819","2593","2464","2309","2057","1959","1924","1719","1836","1515","1285","1504","1343","1278","1024","1207","1179","930","659","575","586","588","537","565","498","443","377","354","301","250","183","109","162","145","130","79","63","30","33","24","30","19","15","0","5","1","0","0","0","0","0"
